IUk4,VrbFeSg6DZ4,"[3, 6, 10, 28]",
qzcv,mbyMWqK31kU,"[0, 52, 70, 125]","[{'text': 'good afternoon everybody I welcome here', 'start': 0.0, 'duration': 3.24}, {'text': 'to the Petersen Events Center for the', 'start': 1.74, 'duration': 4.95}, {'text': 'first inter-squad action of this pit', 'start': 3.24, 'duration': 6.27}, {'text': 'basketball 2011-2012 season the first', 'start': 6.69, 'duration': 4.819}, {'text': 'exhibition game pit cakes on the road', 'start': 9.51, 'duration': 4.379}, {'text': 'would a pull-up three off the back rim', 'start': 11.509, 'duration': 4.751}, {'text': 'no good rebound Taylor pulls it and get', 'start': 13.889, 'duration': 5.011}, {'text': 'off the back rim a destroy this kids', 'start': 16.26, 'duration': 4.08}, {'text': ""pretty full of three out of nowhere it's"", 'start': 18.9, 'duration': 3.42}, {'text': 'good on a switch hit the other way', 'start': 20.34, 'duration': 3.3}, {'text': 'trying to move it receives on to defeat', 'start': 22.32, 'duration': 3.18}, {'text': 'download a birch first lands on his feet', 'start': 23.64, 'duration': 4.139}, {'text': 'aggressor off the glass and put better', 'start': 25.5, 'duration': 3.779}, {'text': 'if you thought about take it to me now', 'start': 27.779, 'duration': 2.851}, {'text': 'just off the pattern to Patterson gotta', 'start': 29.279, 'duration': 3.841}, {'text': 'drive Versalles Eddie got it anyway no', 'start': 30.63, 'duration': 4.65}, {'text': 'back forward requires its thought about', 'start': 33.12, 'duration': 3.66}, {'text': ""a full up to now he's going to take it"", 'start': 35.28, 'duration': 3.89}, {'text': 'and get it there is vintage ash to give', 'start': 36.78, 'duration': 4.5}, {'text': 'planning it now on the left side trying', 'start': 39.17, 'duration': 3.49}, {'text': 'to work through a pic going towards the', 'start': 41.28, 'duration': 3.72}, {'text': 'bucket pass over the back of his head', 'start': 42.66, 'duration': 3.899}, {'text': 'and now take their shot at being', 'start': 45.0, 'duration': 3.539}, {'text': 'absolutely rejected with authority and', 'start': 46.559, 'duration': 3.93}, {'text': ""owning a browser not some gilbert's they"", 'start': 48.539, 'duration': 3.781}, {'text': ""get out didn't even have to rehash its"", 'start': 50.489, 'duration': 3.361}, {'text': 'put his hand up and put it back down and', 'start': 52.32, 'duration': 3.54}, {'text': 'now the third from the court OSS wish', 'start': 53.85, 'duration': 5.07}, {'text': 'for trailer electrifying looking your', 'start': 55.86, 'duration': 5.4}, {'text': 'side to be rejected by gilbert again is', 'start': 58.92, 'duration': 5.22}, {'text': 'he on the town Falco Gilbert of beads in', 'start': 61.26, 'duration': 5.299}, {'text': 'the paint', 'start': 64.14, 'duration': 2.419}, {'text': 'John Johnson thought about it serene I', 'start': 75.92, 'duration': 3.18}, {'text': 'was going to take it out to the pub', 'start': 78.02, 'duration': 3.029}, {'text': 'patience for it after hitting both sides', 'start': 79.1, 'duration': 3.54}, {'text': 'of the rim keeps it back out to the', 'start': 81.049, 'duration': 3.151}, {'text': 'corner great speed there to ward off on', 'start': 82.64, 'duration': 4.11}, {'text': 'the right side if the 3 NF droid is not', 'start': 84.2, 'duration': 3.809}, {'text': ""only scuffing our website and that's"", 'start': 86.75, 'duration': 3.03}, {'text': 'pretended nowhere great speed by word on', 'start': 88.009, 'duration': 3.481}, {'text': ""the fines on oh we're all just a pic"", 'start': 89.78, 'duration': 3.36}, {'text': 'from Taylor in his car thought I think', 'start': 91.49, 'duration': 4.019}, {'text': 'the pull ups are you know over the', 'start': 93.14, 'duration': 4.83}, {'text': 'defender and driving it over two hands', 'start': 95.509, 'duration': 4.201}, {'text': 'the ribbon still shaking breaking its', 'start': 97.97, 'duration': 3.8}, {'text': 'life ningaloo that gives up the perks', 'start': 99.71, 'duration': 5.13}, {'text': 'one-handed jam now it is bright right', 'start': 101.77, 'duration': 4.959}, {'text': 'foul line extended us two jobs as a top', 'start': 104.84, 'duration': 3.839}, {'text': ""now it's for Patterson tried it dried"", 'start': 106.729, 'duration': 4.741}, {'text': 'off and often fruit you can go and it if', 'start': 108.679, 'duration': 4.05}, {'text': 'they trying to find someone to feed it', 'start': 111.47, 'duration': 2.399}, {'text': ""gives it to patterns and he's gonna try"", 'start': 112.729, 'duration': 4.68}, {'text': ""to go in hey Khloe wouldn't go in the"", 'start': 113.869, 'duration': 4.981}, {'text': 'other way a lot of Johnson gives up the', 'start': 117.409, 'duration': 4.35}, {'text': 'hep right foul on extended cisco way', 'start': 118.85, 'duration': 4.949}, {'text': 'that will do it for us here at the', 'start': 121.759, 'duration': 4.2}, {'text': 'Petersen Events Center it was a great', 'start': 123.799, 'duration': 4.74}, {'text': 'win here over the rope endless and Brian', 'start': 125.959, 'duration': 4.77}, {'text': 'backhoe here thanks days leave will Kyle', 'start': 128.539, 'duration': 3.541}, {'text': 'Cronin will may be hearing about it', 'start': 130.729, 'duration': 3.54}, {'text': ""after this game we'll see you back for"", 'start': 132.08, 'duration': 4.439}, {'text': 'pitt vs kentucky wesleyan that should be', 'start': 134.269, 'duration': 4.681}, {'text': ""a fun one november seventh at 7pm that's"", 'start': 136.519, 'duration': 4.731}, {'text': 'a monday', 'start': 138.95, 'duration': 2.3}]"
lXcv,MgtfEAs7T1A,"[1595, 1840]",
tPcv,MrMTM-4gJ2I,"[21, 1645]",
sccv,BfEaRHB_rgk,[3],
zocv,7m2G1QeV-nQ,"[0, 1, 27]",
F8cv,7o0_7jFdArc,"[0, 1, 654]",
OXcv,g4Vcz6xW1u8,"[3, 4]",
CUcv,xH9j6xgnwT4,"[4, 9, 10, 34, 37]",
jkcv,xToC3BYGskQ,"[242, 459]",
1ecv,xTk-HcJWnUU,"[10, 31, 40]",
mLcv,xUX7C4esXG4,"[2, 208, 745, 1695]","[{'text': 'hi guys Nick Miller Dave marks 588 today', 'start': 0.949, 'duration': 7.781}, {'text': 'we have for year 2013 bh8 backhoe', 'start': 4.589, 'duration': 6.571}, {'text': 'attachment is the worksite Pro in front', 'start': 8.73, 'duration': 4.59}, {'text': 'of skid steer loader this unit please', 'start': 11.16, 'duration': 4.86}, {'text': 'understand this is brand new it was', 'start': 13.32, 'duration': 4.95}, {'text': 'ordered in this year for customer once', 'start': 16.02, 'duration': 4.08}, {'text': 'he ordered it in buy the new skid steer', 'start': 18.27, 'duration': 3.96}, {'text': 'in tobacco attachment his Foreman said', 'start': 20.1, 'duration': 4.2}, {'text': ""I'm not using that on one of the mini"", 'start': 22.23, 'duration': 3.57}, {'text': 'excavators so they ended up getting the', 'start': 24.3, 'duration': 3.78}, {'text': ""mini excavator for the guy don't be"", 'start': 25.8, 'duration': 3.93}, {'text': 'fooled by backhoe attachment they are a', 'start': 28.08, 'duration': 3.96}, {'text': 'real digger really what it was the job', 'start': 29.73, 'duration': 3.9}, {'text': 'they were only a work in production and', 'start': 32.04, 'duration': 3.75}, {'text': 'they needed an excavator a much bigger', 'start': 33.63, 'duration': 4.32}, {'text': 'escalator than one he had bought here so', 'start': 35.79, 'duration': 5.25}, {'text': ""the backhoe attachment is brand new it's"", 'start': 37.95, 'duration': 5.1}, {'text': ""never been in the dirt we're going to"", 'start': 41.04, 'duration': 3.359}, {'text': 'show you this this is why we took the', 'start': 43.05, 'duration': 2.7}, {'text': 'video where you guys start walking', 'start': 44.399, 'duration': 3.84}, {'text': 'around it is standard to pin quick', 'start': 45.75, 'duration': 5.07}, {'text': 'attach you could modify this to fit many', 'start': 48.239, 'duration': 4.771}, {'text': 'other difference it steers out there I', 'start': 50.82, 'duration': 4.259}, {'text': 'know it will fit all the new 300 series', 'start': 53.01, 'duration': 5.279}, {'text': 'machines be series you know you can', 'start': 55.079, 'duration': 4.5}, {'text': 'contact John Deere about your two', 'start': 58.289, 'duration': 3.331}, {'text': ""hundred early 300 series I'm sure you"", 'start': 59.579, 'duration': 3.631}, {'text': 'can buy the mounting group to hook up to', 'start': 61.62, 'duration': 4.74}, {'text': ""that but you can see it's going to come"", 'start': 63.21, 'duration': 4.95}, {'text': 'available here right now this is what we', 'start': 66.36, 'duration': 3.74}, {'text': 'have for it', 'start': 68.16, 'duration': 4.71}, {'text': 'again these brackets here were with it', 'start': 70.1, 'duration': 5.8}, {'text': 'they come with it it was never used you', 'start': 72.87, 'duration': 4.65}, {'text': ""can see here the teeth they're brand-new"", 'start': 75.9, 'duration': 4.38}, {'text': 'all the the decals from John Deere part', 'start': 77.52, 'duration': 5.459}, {'text': 'numbers are still on it does have the', 'start': 80.28, 'duration': 7.74}, {'text': 'arch boom down here is an order tag we', 'start': 82.979, 'duration': 7.111}, {'text': 'hooked it up here to this John Deere 250', 'start': 88.02, 'duration': 3.51}, {'text': 'that we have for sale just to show you', 'start': 90.09, 'duration': 3.51}, {'text': ""that what it is and we'll go ahead and"", 'start': 91.53, 'duration': 4.08}, {'text': 'swing it side to side for you so you see', 'start': 93.6, 'duration': 5.19}, {'text': 'there anything works again it is it the', 'start': 95.61, 'duration': 6.42}, {'text': 'toes through the 2013 again this is a', 'start': 98.79, 'duration': 5.55}, {'text': 'brand new attachment there is nothing', 'start': 102.03, 'duration': 4.05}, {'text': ""wrong here it's just never the man"", 'start': 104.34, 'duration': 3.81}, {'text': 'purchase desk he was looking for', 'start': 106.08, 'duration': 3.0}, {'text': 'actually should have bought a mini', 'start': 108.15, 'duration': 3.53}, {'text': 'excavator', 'start': 109.08, 'duration': 2.6}, {'text': ""just absolutely brand-new here you won't"", 'start': 112.14, 'duration': 3.96}, {'text': 'find anything nicer on the market other', 'start': 114.479, 'duration': 2.971}, {'text': 'than to get down to the John Deere store', 'start': 116.1, 'duration': 2.96}, {'text': 'van paid', 'start': 117.45, 'duration': 4.26}, {'text': '13800 and $60 plus tax for this', 'start': 119.06, 'duration': 5.08}, {'text': 'attachment we have this price very fair', 'start': 121.71, 'duration': 4.32}, {'text': 'in the market for what it is and get out', 'start': 124.14, 'duration': 3.39}, {'text': ""of the John's beer store and price the"", 'start': 126.03, 'duration': 2.91}, {'text': ""thing yourself to find out you'll get"", 'start': 127.53, 'duration': 3.54}, {'text': ""big-time sticker shock I'm up I'm not"", 'start': 128.94, 'duration': 3.48}, {'text': 'lying to you tell you the truth', 'start': 131.07, 'duration': 3.48}, {'text': 'any questions eight one four six five', 'start': 132.42, 'duration': 3.96}, {'text': 'eight three zero six six thank you very', 'start': 134.55, 'duration': 5.84}, {'text': 'much checking out marks 588 happy band', 'start': 136.38, 'duration': 4.01}]"
rrcv,Z53voeVa6RQ,[14],
Shcv,y-RsZRDTJsA,"[3, 4, 13, 31, 47, 97, 243]",
cPcv,lnQ01Iezw2s,"[3, 4, 13, 41, 54, 2287]",
ZIcv,m-NUZ_deAZY,"[39, 181, 216, 222, 249]",
wacv,m0u43w_59lM,"[11, 20, 22, 29, 123, 321, 713, 3141]",
P5cv,V6KpyWxGTMw,"[3, 4]",
eKcv,N3tyxNplWZk,"[2, 7, 305]",
Eqcv,O2u7doK-U3c,"[5, 16]","[{'text': 'hello tours bienvenidos welcome to', 'start': 0.23, 'duration': 5.77}, {'text': 'handyman in school for tools and Manny', 'start': 3.36, 'duration': 4.53}, {'text': ""and today we're going to learn about a"", 'start': 6.0, 'duration': 6.059}, {'text': 'great place to keep your tools handy', 'start': 7.89, 'duration': 6.9}, {'text': 'manny school for tools we are learning', 'start': 12.059, 'duration': 5.97}, {'text': 'what to do to pull a nail or turn a', 'start': 14.79, 'duration': 5.72}, {'text': 'wrench', 'start': 18.029, 'duration': 2.481}, {'text': ""let's say we just finished a big repair"", 'start': 27.38, 'duration': 7.51}, {'text': 'whoo like on a monster truck sure pad', 'start': 30.51, 'duration': 6.72}, {'text': ""let's say we finish the repair on a"", 'start': 34.89, 'duration': 5.13}, {'text': 'monster truck and now we need to put all', 'start': 37.23, 'duration': 5.88}, {'text': 'of our tools away so where do we put', 'start': 40.02, 'duration': 5.609}, {'text': 'them I know we put them in our toolbox', 'start': 43.11, 'duration': 5.76}, {'text': ""as where that squeeze that's true but"", 'start': 45.629, 'duration': 6.351}, {'text': 'what if we have lots and lots of tools', 'start': 48.87, 'duration': 7.079}, {'text': 'hmm I know we need a bigger toolbox like', 'start': 51.98, 'duration': 5.2}, {'text': 'me', 'start': 55.949, 'duration': 3.901}, {'text': ""that's why rolling and the great thing"", 'start': 57.18, 'duration': 4.769}, {'text': 'about having a toolbox like rolling is', 'start': 59.85, 'duration': 5.37}, {'text': 'there is a place for everything is there', 'start': 61.949, 'duration': 8.401}, {'text': 'a place for B yep right here adds up', 'start': 65.22, 'duration': 9.6}, {'text': ""perfect fit and there's room for two or"", 'start': 70.35, 'duration': 7.23}, {'text': 'even three more tools wood here very', 'start': 74.82, 'duration': 4.71}, {'text': ""good stretch each one of Roland's"", 'start': 77.58, 'duration': 3.66}, {'text': 'drawers is big enough to hold several', 'start': 79.53, 'duration': 3.93}, {'text': ""tools that way there's a place for"", 'start': 81.24, 'duration': 5.19}, {'text': 'everything what about me Manny is there', 'start': 83.46, 'duration': 5.7}, {'text': 'a lugar para me a place for me', 'start': 86.43, 'duration': 5.16}, {'text': 'how about it rollin is there a place for', 'start': 89.16, 'duration': 4.2}, {'text': 'a pair of needlenose pliers like Dean', 'start': 91.59, 'duration': 4.92}, {'text': ""says we're sure is Manny I have a drawer"", 'start': 93.36, 'duration': 5.64}, {'text': ""that's perfect for pliers it's right"", 'start': 96.51, 'duration': 6.36}, {'text': ""here Oh nope that's not the pliers"", 'start': 99.0, 'duration': 8.97}, {'text': 'drawer there no not that one either', 'start': 102.87, 'duration': 13.68}, {'text': ""oh but I remember I'll give up how about"", 'start': 107.97, 'duration': 13.35}, {'text': ""this one rolling oh yeah I forgot that's"", 'start': 116.55, 'duration': 6.51}, {'text': 'right keep all kinds of pliers', 'start': 121.32, 'duration': 4.91}, {'text': 'okay here I come', 'start': 123.06, 'duration': 3.17}, {'text': ""Wow oh it's roomy in here okay P says"", 'start': 126.759, 'duration': 6.191}, {'text': 'come on out so everybody can take a look', 'start': 130.91, 'duration': 2.58}, {'text': 'inside', 'start': 132.95, 'duration': 10.14}, {'text': 'okay this stock hold on', 'start': 133.49, 'duration': 14.39}, {'text': ""pin says I'll give it one more big push"", 'start': 143.09, 'duration': 4.79}, {'text': 'what we need here is a flathead', 'start': 148.81, 'duration': 7.95}, {'text': 'screwdriver to pry open the drawer hmm', 'start': 152.27, 'duration': 6.42}, {'text': 'that was fun', 'start': 156.76, 'duration': 5.08}, {'text': ""can we do it again that's not are you ok"", 'start': 158.69, 'duration': 5.25}, {'text': ""Turner oh I'm great"", 'start': 161.84, 'duration': 4.89}, {'text': ""it's almost nap time anyway oh oh I got"", 'start': 163.94, 'duration': 5.549}, {'text': 'the perfect Jordan take a nap in here no', 'start': 166.73, 'duration': 8.75}, {'text': 'wait in here oh maybe this one is better', 'start': 169.489, 'duration': 5.991}, {'text': 'you', 'start': 179.36, 'duration': 2.06}]"
Fccv,OCb4bLtAU1k,"[18, 43, 59, 238]",
Micv,ODk7kleXpLk,"[17, 19, 48, 128]",
dWcv,OJekBnttN6I,"[623, 672]",
AFcv,j81n8NJCOZQ,"[0, 1, 69, 183, 236, 568, 2043, 2095]","[{'text': 'I will never say that I am great at fighting\ngames, in fact I won’t even go as far as', 'start': 17.949, 'duration': 7.13}, {'text': 'to say that I am particularly good at any\nfighting games.', 'start': 25.079, 'duration': 3.301}, {'text': 'But this does not take away from the fact\nthat I really like fighting game, specifically', 'start': 28.38, 'duration': 5.94}, {'text': 'the Street Fighter series.', 'start': 34.32, 'duration': 1.35}, {'text': 'I look forward to each entry, be it a remake,\nan add on, a version that updates one particular', 'start': 35.67, 'duration': 5.69}, {'text': 'frame of animation, or the possibility of\na true next game.', 'start': 41.36, 'duration': 5.83}, {'text': 'I mean its been over twenty years and we are\nonly up to four, so I’m not holding my breath', 'start': 47.19, 'duration': 5.59}, {'text': 'until five comes out.', 'start': 52.78, 'duration': 1.54}, {'text': 'The point is, I like Street Fighter.', 'start': 54.32, 'duration': 2.32}, {'text': 'So when Street Fighter 2 got the HD update\nand released for the PSN, I ate that up.', 'start': 56.64, 'duration': 13.24}, {'text': 'After I had gotten my fill, I began to wonder\nif Street Fighter 3 would ever get this treatment.', 'start': 69.88, 'duration': 5.0}, {'text': 'Well it took long enough but finally Street\nFighter 3: Online Edition was released.', 'start': 74.88, 'duration': 5.55}, {'text': 'Street Fighter 3: 3rd Strike is a very different\ngame than both Street Fighter 2 and 4.', 'start': 80.43, 'duration': 5.42}, {'text': 'While those two games play very similar to\none another, Street Fighter 3 is very unique', 'start': 85.85, 'duration': 4.86}, {'text': 'to itself.', 'start': 90.71, 'duration': 1.28}, {'text': 'Using a very different fighting mechanic,\nStreet Fighter 3 can be intimidating to new', 'start': 91.99, 'duration': 4.919}, {'text': 'players.', 'start': 96.909, 'duration': 1.0}, {'text': 'The matches are very fast and require a lot\nof skill, not that previous games didn’t,', 'start': 97.909, 'duration': 6.21}, {'text': 'but this one has probably the highest learning\ncurve.', 'start': 104.119, 'duration': 3.38}, {'text': 'One major thing the game introduced was the\nparry system.', 'start': 107.499, 'duration': 3.32}, {'text': 'By moving your character forward at the exact\nmoment, you can block an oncoming attack without', 'start': 110.819, 'duration': 7.031}, {'text': 'receiving any damage, also this opens up a\nwindow for a counterattack.', 'start': 117.85, 'duration': 4.969}, {'text': 'Needless to say, this introduces a completely\nnew aspect to the fighting.', 'start': 122.819, 'duration': 4.98}, {'text': 'You have to time it perfectly, which requires\na lot of time and practice.', 'start': 127.799, 'duration': 6.171}, {'text': 'The game also mixed things up by having an\nalmost entirely new roster, which means hundreds', 'start': 133.97, 'duration': 5.16}, {'text': 'of new moves to learn.', 'start': 139.13, 'duration': 1.38}, {'text': 'There of course is Ryu, Ken, Akuma and Chun-Li,\nbut that is just about it.', 'start': 140.51, 'duration': 6.09}, {'text': 'Everyone else was completely new and this\nwas not the most accepted idea.The new main', 'start': 146.6, 'duration': 5.21}, {'text': 'character is Alex and many of the characters\nare very unusual and play strangely but after', 'start': 151.81, 'duration': 6.45}, {'text': 'you play a little they will become as endeared\nto you as previous characters.', 'start': 158.26, 'duration': 4.679}, {'text': 'My favorites are Dudley, an English old school\nboxer and Oro, a hermit who binds his one', 'start': 162.939, 'duration': 5.401}, {'text': 'arm so he doesn’t kill anyone which I just\nthink is pretty cool.', 'start': 168.34, 'duration': 6.84}, {'text': 'This HD release is the version fans have been\nwaiting for.', 'start': 175.18, 'duration': 8.5}, {'text': 'With so many new things added, this is not\nsimply just a port.', 'start': 183.68, 'duration': 4.16}, {'text': 'The game has many different screen modes,\nfrom widescreen to one that looks like an', 'start': 187.84, 'duration': 4.42}, {'text': 'arcade cabinet.', 'start': 192.26, 'duration': 1.559}, {'text': 'I like to leave it in the 4:3 because along\nthe side it shows all the challenges you complete.', 'start': 193.819, 'duration': 5.78}, {'text': 'Doing these unlock points that can be used\nto buy concept arts and other things.', 'start': 199.599, 'duration': 4.041}, {'text': 'It is a great addition that has you always\ncoming back.', 'start': 203.64, 'duration': 4.14}, {'text': 'There are also training stages added which\nI recommend if you are new to this game.', 'start': 207.78, 'duration': 4.23}, {'text': 'It will teach you the finer parts of the fighting\nbut also offer things for experienced players.', 'start': 212.01, 'duration': 5.839}, {'text': 'And of course because this is called Online\nEdition there is online mode where you can', 'start': 217.849, 'duration': 4.661}, {'text': 'test what you have learned.', 'start': 222.51, 'duration': 1.709}, {'text': 'The online runs smooth with little to no connection\nproblems or lag, and many different game modes', 'start': 224.219, 'duration': 5.66}, {'text': 'to fight in.', 'start': 229.879, 'duration': 1.491}, {'text': 'It makes for the perfect addition to an already\ngreat game.', 'start': 231.37, 'duration': 11.42}, {'text': 'Street Fighter 3 has always had the stigma\nof not being Street Fighter 2.', 'start': 242.79, 'duration': 4.15}, {'text': 'It is really different and some people did\nnot accept it because of this.', 'start': 246.94, 'duration': 5.43}, {'text': 'Personally I like the fact that it is different,\nafter re-release after re-release of Street', 'start': 252.37, 'duration': 5.28}, {'text': 'Fighter 2, it was nice for something so different.', 'start': 257.65, 'duration': 3.559}, {'text': 'With this release hopefully more people accept\nit and allow it to take its place as one of', 'start': 261.209, 'duration': 5.041}, {'text': 'the best fighters.', 'start': 266.25, 'duration': 12.88}]"
